".record.id","SampleID","feature","Abundance"
"DrugBefore_NO.2","DrugBefore_NO.2","Odoribacter",0.00268787576895576
"DrugBefore_NO.3","DrugBefore_NO.3","Odoribacter",1.90614946963578e-05
"DrugBefore_NO.4","DrugBefore_NO.4","Odoribacter",0.000765829768134169
"DrugBefore_YES.1","DrugBefore_YES.1","Odoribacter",0.000224203196335162
"DrugBefore_YES.2","DrugBefore_YES.2","Odoribacter",0.000889922822134003
"DrugBefore_YES.3","DrugBefore_YES.3","Odoribacter",0.00114344159656588
"DrugBefore_YES.4","DrugBefore_YES.4","Odoribacter",0.00222211324956231
"DrugBefore_NO.1","DrugBefore_NO.1","Paraprevotella",2.57518282007053e-05
"DrugBefore_NO.2","DrugBefore_NO.2","Paraprevotella",0.0015202876066522
"DrugBefore_NO.3","DrugBefore_NO.3","Paraprevotella",0.00289286246558279
"DrugBefore_NO.4","DrugBefore_NO.4","Paraprevotella",0
"DrugBefore_YES.1","DrugBefore_YES.1","Paraprevotella",6.02664787550135e-05
"DrugBefore_YES.2","DrugBefore_YES.2","Paraprevotella",0.000301316987326132
"DrugBefore_YES.3","DrugBefore_YES.3","Paraprevotella",9.69135333751711e-05
"DrugBefore_YES.4","DrugBefore_YES.4","Paraprevotella",0.000569787625255697
