"Bacteroides"	"Prevotella"	"Unclassified_Lachnospiraceae"	"Faecalibacterium"	"Lachnospiracea_incertae_sedis"	"Parabacteroides"	"Alistipes"	"Blautia"	"Ruminococcus"	"Unclassified_Clostridiales"	"Lactobacillus"	"Unclassified_Ruminococcaceae"	"Roseburia"	"Clostridium_XI"	"Enterococcus"	"Erysipelotrichaceae_incertae_sedis"	"Megamonas"	"Sutterella"	"Escherichia_Shigella"	"Unclassified_Bacteria"	"Clostridium_IV"	"Clostridium_XlVa"	"Unclassified_Firmicutes"	"Haemophilus"	"Bifidobacterium"	"Dorea"	"Unclassified_Bacteroidales"	"Clostridium_XVIII"	"Akkermansia"	"Veillonella"	"Streptococcus"	"Clostridium_sensu_stricto"	"Unclassified_Clostridiaceae_1"	"Klebsiella"	"Gemmiger"	"Barnesiella"	"Unclassified_Enterobacteriaceae"	"Phascolarctobacterium"	"Oscillibacter"	"Turicibacter"	"Flavonifractor"	"Unclassified_Lactobacillales"	"Odoribacter"	"Unclassified_Burkholderiales"	"Coprococcus"	"Fusobacterium"	"Unclassified_Prevotellaceae"	"Parasutterella"	"Butyricicoccus"	"Unclassified_Alphaproteobacteria"	"Anaerovorax"	"Catenibacterium"	"Coprobacillus"	"Dialister"	"Paraprevotella"	"Cellulosilyticum"	"Collinsella"	"Acidaminococcus"	"Unclassified_Bacteroidetes"	"Clostridium_XlVb"	"Unclassified_Proteobacteria"	"Holdemania"	"Unclassified_Bacilli"	"Unclassified_Fusobacteriaceae"	"Weissella"	"Unclassified_Acidaminococcaceae"	"Campylobacter"	"Eggerthella"	"Unclassified_Veillonellaceae"	"Pseudoflavonifractor"	"Unclassified_Bacillales"	"Megasphaera"	"Porphyromonas"	"Brachyspira"	"Unclassified_Erysipelotrichaceae"	"Butyricimonas"	"Anaerobacter"	"TM7_genus_incertae_sedis"	"Bilophila"	"Acetobacterium"	"Unclassified_Selenomonadales"	"Subdoligranulum"	"Unclassified_Actinomycetales"	"Unclassified_Desulfovibrionaceae"	"Soehngenia"	"Unclassified_Porphyromonadaceae"	"Unclassified_Clostridia"	"Clostridium_III"	"Enterobacter"	"Rothia"	"Anaerotruncus"	"Lactococcus"	"Gemella"	"Moraxella"	"Desulfovibrio"	"Peptoniphilus"	"Eubacterium"	"Hespellia"	"Granulicatella"	"Anaerostipes"	"Pseudomonas"	"Finegoldia"	"Allisonella"	"Anaerococcus"	"Unclassified_Pasteurellaceae"	"Parvimonas"	"Corynebacterium"	"Staphylococcus"	"Anaerofustis"	"Victivallis"	"Cloacibacterium"	"Unclassified_Desulfovibrionales"	"Acidovorax"	"Howardella"	"Unclassified_Peptostreptococcaceae"	"Unclassified_Actinobacteria"	"Asaccharobacter"	"Pasteurella"	"Pseudobutyrivibrio"	"Unclassified_Gammaproteobacteria"	"Atopobium"	"Mogibacterium"	"Unclassified_Coriobacteriaceae"	"Abiotrophia"	"Unclassified_Pseudomonadaceae"	"Brevundimonas"	"Unclassified_Clostridiales_Incertae_Sedis_XI"	"Solobacterium"	"Unclassified_Betaproteobacteria"	"Succinivibrio"	"Rhizobium"	"Gordonibacter"	"Leuconostoc"	"Erysipelothrix"	"Unclassified_Corynebacteriaceae"	"Streptophyta"	"Porphyrobacter"	"Unclassified_Succinivibrionaceae"	"Clostridium_XIX"	"Scardovia"	"Unclassified_Flavobacteriales"	"Filifactor"	"Slackia"	"Murdochiella"	"Sphingopyxis"	"Unclassified_Rikenellaceae"	"Citrobacter"	"Sarcina"	"Catonella"	"Diaphorobacter"	"Unclassified_Phyllobacteriaceae"	"Aggregatibacter"	"Anaerofilum"	"Unclassified_Peptococcaceae_1"	"Acinetobacter"	"Syntrophococcus"
0	0	352	0	0	0	0	739	0	0	0	0	17	0	207	0	0	0	623	113	0	0	167	16	704	0	0	0	0	82	46	110	0	338	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28202	7	169	220	14	2911	87	53	65	27	0	75	46	160	71	100	47	0	52	27	27	53	2	0	17	8	40	1	0	0	3	0	0	0	2	0	5	141	7	0	16	1	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	4	6	0	0	0	1	0	0	0	10	3	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2986	0	142	82	95	0	16	52	6	29	0	6	41	23	0	5	0	0	4	29	1	46	1	0	2	9	4	13	0	4	0	0	0	0	0	0	0	0	29	0	7	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2972	4638	19	366	4	639	109	9	5	6	0	69	0	0	0	18	0	317	0	16	2	63	6	0	0	0	128	2	1	0	1	0	0	3	2	128	0	0	20	0	25	0	156	1	0	0	252	0	0	0	0	66	2	0	20	0	0	0	4	0	9	1	0	0	0	77	0	0	0	2	0	3	0	0	0	79	0	0	7	0	41	6	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	1	710	1140	474	0	0	55	4	128	1	7	185	13	0	2	0	0	0	21	0	33	18	18	25	6	0	2	0	223	25	64	29	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1429	474	0	126	1	132	72	3	1	3	0	15	0	11	0	0	0	152	0	4	0	2	0	0	0	0	169	0	0	1	0	23	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9314	2	312	57	467	0	513	84	59	112	0	101	99	4	1	6	0	0	1	34	14	39	13	1	15	14	4	25	0	2	0	0	1	1	180	0	0	0	0	0	79	0	0	0	2	0	0	143	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	1	0	5	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	9761	200	74	70	14	1	84	46	71	0	98	20	18	0	1	0	16	6	60	11	10	22	0	0	15	41	1	0	0	1	6	6	7	6	2	2	0	10	0	0	0	1	97	19	0	105	0	3	0	1	50	0	0	4	0	0	0	93	5	1	0	0	0	0	39	0	0	0	0	0	0	0	189	0	3	0	0	0	0	8	4	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1482	2	31	113	10	1	77	6	0	13	0	2	1	0	2	0	507	105	0	6	0	13	0	0	0	0	47	0	0	1	0	0	0	0	0	4	0	0	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
991	14	92	37	78	324	110	194	52	41	0	84	59	16	0	1	0	45	0	14	26	5	74	4	4	14	11	32	7	1	1	0	1	1	1	30	0	2	13	1	5	0	17	0	1	0	0	0	0	0	5	0	4	4	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8850	3	885	356	282	682	193	255	62	113	0	228	150	129	0	18	0	483	0	58	60	29	11	0	33	5	32	42	0	1	18	0	1	0	103	0	0	206	35	8	33	0	26	1	11	0	0	0	4	0	25	0	1	0	0	0	0	0	1	2	5	5	0	0	0	0	26	8	0	3	2	0	11	0	0	0	0	1	9	13	0	1	1	0	0	0	1	28	0	0	1	0	0	0	0	5	4	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3417	406	167	75	2	0	0	24	1	15	0	9	27	3	0	10	0	0	3	18	0	1	37	0	0	3	0	2	0	0	0	3	7	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	8	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4762	0	483	215	269	555	453	203	22	78	0	15	31	28	0	0	0	0	0	17	21	49	56	0	2	18	15	103	0	0	1	0	0	0	16	0	0	8	1	2	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1388	0	182	71	92	21	74	21	83	28	0	300	20	58	0	2	0	0	1	38	125	4	4	1	1	6	7	17	49	0	0	10	16	0	54	0	0	34	4	1	4	0	9	0	0	0	0	3	1	0	13	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	26	2	0	0	0	0	0	0	4	2	7	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8392	0	585	731	126	0	0	28	88	760	2	240	53	9	0	15	0	1	0	1190	9	283	19	0	43	15	1	55	22	31	17	2	1	0	0	0	0	0	94	0	11	0	0	215	8	0	0	0	16	11	26	0	0	0	0	0	0	0	7	0	2	13	0	0	0	0	0	1	0	16	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	15	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5793	10456	252	234	110	157	0	122	17	24	1	14	43	8	0	2	0	0	59	45	0	6	41	1054	4	56	226	12	0	270	8	158	63	0	0	0	5	0	1	17	1	0	0	0	0	6	10	0	56	0	0	0	5	4	395	7	2	0	0	17	1	0	0	453	0	0	25	0	0	4	0	29	5	0	0	0	18	6	3	0	0	0	3	0	0	1	0	0	0	1	0	0	5	0	0	2	0	1	2	0	0	2	1	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
5468	4	390	378	133	345	0	133	135	112	0	48	139	38	0	2	0	0	26	70	0	56	97	0	2	11	6	59	0	11	2	130	249	0	7	0	5	0	1	10	9	0	1	0	2	31	0	64	78	0	0	0	0	5	0	0	0	0	0	0	6	1	0	0	0	0	1	3	1	0	0	0	21	0	66	0	45	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
